dataset_name,model_name,temperature,script_name,len(accessed_columns_prediction),len(accessed_columns_ground_truth),accessed_columns_f1,correlated_columns_recall
students,gpt-5,0.6,general_task_35,13,13,1.0,0.0
students,gemini-2.5-flash,0.6,general_task_35,13,13,1.0,0.0
students,gpt-4.1,0.6,general_task_35,13,13,1.0,0.0
students,gemini-2.5-pro,0.6,general_task_36,14,14,1.0,1.0
students,gpt-5-mini,0.6,general_task_36,14,14,1.0,1.0
students,gemini-2.5-flash,0.6,general_task_36,14,14,1.0,1.0
students,gpt-4o,0.6,general_task_36,14,14,1.0,1.0
students,gpt-4.1,0.6,general_task_36,14,14,1.0,1.0
students,gpt-5,0.6,general_task_36,14,14,1.0,1.0
students_anonymized,gpt-4o,0.6,general_task_11,22,22,1.0,1.0
students_anonymized,gpt-4.1,0.6,general_task_11,22,22,1.0,1.0
students_anonymized,gpt-5-mini,0.6,general_task_11,22,22,1.0,1.0
students_anonymized,gemini-2.5-pro,0.6,general_task_11,22,22,1.0,1.0
students_anonymized,gemini-2.5-flash,0.6,general_task_11,22,22,1.0,1.0
students_anonymized,gpt-5,0.6,general_task_11,22,22,1.0,1.0
students_anonymized,gpt-5-mini,0.6,general_task_12,12,12,1.0,1.0
students_anonymized,gpt-4o,0.6,general_task_12,12,12,1.0,1.0
students_anonymized,gpt-5,0.6,general_task_12,12,12,1.0,1.0
students_anonymized,gpt-4.1,0.6,general_task_12,12,12,1.0,1.0
students_anonymized,gemini-2.5-flash,0.6,general_task_12,12,12,1.0,1.0
students_anonymized,gemini-2.5-pro,0.6,general_task_12,12,12,1.0,1.0
students_anonymized,gpt-5-mini,0.6,general_task_13,20,20,1.0,1.0
students_anonymized,gemini-2.5-flash,0.6,general_task_13,20,20,1.0,1.0
students_anonymized,gpt-4.1,0.6,general_task_13,20,20,1.0,1.0
students_anonymized,gpt-4o,0.6,general_task_13,20,20,1.0,1.0
students_anonymized,gemini-2.5-pro,0.6,general_task_13,20,20,1.0,1.0
students_anonymized,gpt-5,0.6,general_task_13,20,20,1.0,1.0
students_anonymized,gpt-4o,0.6,general_task_15,26,23,0.9387755102040816,0.0
students_anonymized,gemini-2.5-flash,0.6,general_task_15,23,23,1.0,0.0
students_anonymized,gemini-2.5-pro,0.6,general_task_15,23,23,1.0,0.0
students_anonymized,gpt-4.1,0.6,general_task_15,26,23,0.9387755102040816,0.0
students_anonymized,gpt-5-mini,0.6,general_task_15,23,23,1.0,0.0
students_anonymized,gpt-5,0.6,general_task_15,23,23,1.0,0.0
students_anonymized,gpt-5-mini,0.6,general_task_17,18,18,1.0,1.0
students_anonymized,gemini-2.5-flash,0.6,general_task_17,18,18,1.0,1.0
students_anonymized,gpt-5,0.6,general_task_17,18,18,1.0,1.0
students_anonymized,gpt-4.1,0.6,general_task_17,18,18,1.0,1.0
students_anonymized,gemini-2.5-pro,0.6,general_task_17,18,18,1.0,1.0
students_anonymized,gpt-4o,0.6,general_task_17,18,18,1.0,1.0
students_anonymized,gpt-4.1,0.6,general_task_19,15,14,0.9655172413793104,1.0
students_anonymized,gpt-4o,0.6,general_task_19,15,14,0.9655172413793104,1.0
students_anonymized,gpt-5,0.6,general_task_19,14,14,1.0,1.0
students_anonymized,gemini-2.5-pro,0.6,general_task_19,14,14,1.0,1.0
students_anonymized,gpt-5-mini,0.6,general_task_19,14,14,1.0,1.0
students_anonymized,gemini-2.5-flash,0.6,general_task_19,14,14,1.0,1.0
students_anonymized,gpt-5-mini,0.6,general_task_25,10,10,1.0,1.0
students_anonymized,gemini-2.5-pro,0.6,general_task_25,10,10,1.0,1.0
students_anonymized,gpt-4o,0.6,general_task_25,10,10,1.0,1.0
students_anonymized,gemini-2.5-flash,0.6,general_task_25,10,10,1.0,1.0
students_anonymized,gpt-4.1,0.6,general_task_25,10,10,1.0,1.0
students_anonymized,gpt-5,0.6,general_task_25,10,10,1.0,1.0
students_anonymized,gpt-4o,0.6,general_task_3,17,17,1.0,1.0
students_anonymized,gemini-2.5-flash,0.6,general_task_3,17,17,1.0,1.0
students_anonymized,gemini-2.5-pro,0.6,general_task_3,17,17,1.0,1.0
students_anonymized,gpt-4.1,0.6,general_task_3,17,17,1.0,1.0
students_anonymized,gpt-5,0.6,general_task_3,17,17,1.0,1.0
students_anonymized,gpt-5-mini,0.6,general_task_3,17,17,1.0,1.0
students_anonymized,gemini-2.5-pro,0.6,general_task_35,13,13,1.0,1.0
students_anonymized,gpt-4o,0.6,general_task_35,13,13,1.0,1.0
students_anonymized,gpt-5-mini,0.6,general_task_35,13,13,1.0,1.0
students_anonymized,gemini-2.5-flash,0.6,general_task_35,13,13,1.0,1.0
students_anonymized,gpt-4.1,0.6,general_task_35,13,13,1.0,1.0
students_anonymized,gpt-5,0.6,general_task_35,13,13,1.0,1.0
students_anonymized,gpt-5-mini,0.6,general_task_36,14,14,1.0,1.0
students_anonymized,gemini-2.5-pro,0.6,general_task_36,14,14,1.0,1.0
students_anonymized,gpt-4.1,0.6,general_task_36,14,14,1.0,1.0
students_anonymized,gpt-4o,0.6,general_task_36,14,14,1.0,1.0
students_anonymized,gemini-2.5-flash,0.6,general_task_36,14,14,1.0,1.0
students_anonymized,gpt-5,0.6,general_task_36,14,14,1.0,1.0
